"TimeID";"Date";"Year";"Month";"Day";"Quarter";"Week";"DayName";"MonthName";"IsHoliday";"IsWeekend"
20191222;"2019-12-22";2019;12;22;4;51;"Sunday";"December";"f";"t"
20191223;"2019-12-23";2019;12;23;4;52;"Monday";"December";"f";"f"
20191224;"2019-12-24";2019;12;24;4;52;"Tuesday";"December";"f";"f"
20191225;"2019-12-25";2019;12;25;4;52;"Wednesday";"December";"f";"f"
20191226;"2019-12-26";2019;12;26;4;52;"Thursday";"December";"f";"f"
20191227;"2019-12-27";2019;12;27;4;52;"Friday";"December";"f";"f"
20191228;"2019-12-28";2019;12;28;4;52;"Saturday";"December";"f";"t"
20191229;"2019-12-29";2019;12;29;4;52;"Sunday";"December";"f";"t"
20191230;"2019-12-30";2019;12;30;4;1;"Monday";"December";"f";"f"
20191231;"2019-12-31";2019;12;31;4;1;"Tuesday";"December";"f";"f"
20200101;"2020-01-01";2020;1;1;1;1;"Wednesday";"January";"f";"f"
20200102;"2020-01-02";2020;1;2;1;1;"Thursday";"January";"f";"f"
20200103;"2020-01-03";2020;1;3;1;1;"Friday";"January";"f";"f"
20200104;"2020-01-04";2020;1;4;1;1;"Saturday";"January";"f";"t"
20200105;"2020-01-05";2020;1;5;1;1;"Sunday";"January";"f";"t"
20200106;"2020-01-06";2020;1;6;1;2;"Monday";"January";"f";"f"
20200107;"2020-01-07";2020;1;7;1;2;"Tuesday";"January";"f";"f"
20200108;"2020-01-08";2020;1;8;1;2;"Wednesday";"January";"f";"f"
20200109;"2020-01-09";2020;1;9;1;2;"Thursday";"January";"f";"f"
20200110;"2020-01-10";2020;1;10;1;2;"Friday";"January";"f";"f"
20200111;"2020-01-11";2020;1;11;1;2;"Saturday";"January";"f";"t"
20200112;"2020-01-12";2020;1;12;1;2;"Sunday";"January";"f";"t"
20200113;"2020-01-13";2020;1;13;1;3;"Monday";"January";"f";"f"
20200114;"2020-01-14";2020;1;14;1;3;"Tuesday";"January";"f";"f"
20200115;"2020-01-15";2020;1;15;1;3;"Wednesday";"January";"f";"f"
20200116;"2020-01-16";2020;1;16;1;3;"Thursday";"January";"f";"f"
20200117;"2020-01-17";2020;1;17;1;3;"Friday";"January";"f";"f"
20200118;"2020-01-18";2020;1;18;1;3;"Saturday";"January";"f";"t"
20200119;"2020-01-19";2020;1;19;1;3;"Sunday";"January";"f";"t"
20200120;"2020-01-20";2020;1;20;1;4;"Monday";"January";"f";"f"
20200121;"2020-01-21";2020;1;21;1;4;"Tuesday";"January";"f";"f"
20200122;"2020-01-22";2020;1;22;1;4;"Wednesday";"January";"f";"f"
20200123;"2020-01-23";2020;1;23;1;4;"Thursday";"January";"f";"f"
20200124;"2020-01-24";2020;1;24;1;4;"Friday";"January";"f";"f"
20200125;"2020-01-25";2020;1;25;1;4;"Saturday";"January";"f";"t"
20200126;"2020-01-26";2020;1;26;1;4;"Sunday";"January";"f";"t"
20200127;"2020-01-27";2020;1;27;1;5;"Monday";"January";"f";"f"
20200128;"2020-01-28";2020;1;28;1;5;"Tuesday";"January";"f";"f"
20200129;"2020-01-29";2020;1;29;1;5;"Wednesday";"January";"f";"f"
20200130;"2020-01-30";2020;1;30;1;5;"Thursday";"January";"f";"f"
20200131;"2020-01-31";2020;1;31;1;5;"Friday";"January";"f";"f"
20200201;"2020-02-01";2020;2;1;1;5;"Saturday";"February";"f";"t"
20200202;"2020-02-02";2020;2;2;1;5;"Sunday";"February";"f";"t"
20200203;"2020-02-03";2020;2;3;1;6;"Monday";"February";"f";"f"
20200204;"2020-02-04";2020;2;4;1;6;"Tuesday";"February";"f";"f"
20200205;"2020-02-05";2020;2;5;1;6;"Wednesday";"February";"f";"f"
20200206;"2020-02-06";2020;2;6;1;6;"Thursday";"February";"f";"f"
20200207;"2020-02-07";2020;2;7;1;6;"Friday";"February";"f";"f"
20200208;"2020-02-08";2020;2;8;1;6;"Saturday";"February";"f";"t"
20200209;"2020-02-09";2020;2;9;1;6;"Sunday";"February";"f";"t"
20200210;"2020-02-10";2020;2;10;1;7;"Monday";"February";"f";"f"
20200211;"2020-02-11";2020;2;11;1;7;"Tuesday";"February";"f";"f"
20200212;"2020-02-12";2020;2;12;1;7;"Wednesday";"February";"f";"f"
20200213;"2020-02-13";2020;2;13;1;7;"Thursday";"February";"f";"f"
20200214;"2020-02-14";2020;2;14;1;7;"Friday";"February";"f";"f"
20200215;"2020-02-15";2020;2;15;1;7;"Saturday";"February";"f";"t"
20200216;"2020-02-16";2020;2;16;1;7;"Sunday";"February";"f";"t"
20200217;"2020-02-17";2020;2;17;1;8;"Monday";"February";"f";"f"
20200218;"2020-02-18";2020;2;18;1;8;"Tuesday";"February";"f";"f"
20200219;"2020-02-19";2020;2;19;1;8;"Wednesday";"February";"f";"f"
20200220;"2020-02-20";2020;2;20;1;8;"Thursday";"February";"f";"f"
20200221;"2020-02-21";2020;2;21;1;8;"Friday";"February";"f";"f"
20200222;"2020-02-22";2020;2;22;1;8;"Saturday";"February";"f";"t"
20200223;"2020-02-23";2020;2;23;1;8;"Sunday";"February";"f";"t"
20200224;"2020-02-24";2020;2;24;1;9;"Monday";"February";"f";"f"
20200225;"2020-02-25";2020;2;25;1;9;"Tuesday";"February";"f";"f"
20200226;"2020-02-26";2020;2;26;1;9;"Wednesday";"February";"f";"f"
20200227;"2020-02-27";2020;2;27;1;9;"Thursday";"February";"f";"f"
20200228;"2020-02-28";2020;2;28;1;9;"Friday";"February";"f";"f"
20200229;"2020-02-29";2020;2;29;1;9;"Saturday";"February";"f";"t"
20200301;"2020-03-01";2020;3;1;1;9;"Sunday";"March";"f";"t"
20200302;"2020-03-02";2020;3;2;1;10;"Monday";"March";"f";"f"
20200303;"2020-03-03";2020;3;3;1;10;"Tuesday";"March";"f";"f"
20200304;"2020-03-04";2020;3;4;1;10;"Wednesday";"March";"f";"f"
20200305;"2020-03-05";2020;3;5;1;10;"Thursday";"March";"f";"f"
20200306;"2020-03-06";2020;3;6;1;10;"Friday";"March";"f";"f"
20200307;"2020-03-07";2020;3;7;1;10;"Saturday";"March";"f";"t"
20200308;"2020-03-08";2020;3;8;1;10;"Sunday";"March";"f";"t"
20200309;"2020-03-09";2020;3;9;1;11;"Monday";"March";"f";"f"
20200310;"2020-03-10";2020;3;10;1;11;"Tuesday";"March";"f";"f"
20200311;"2020-03-11";2020;3;11;1;11;"Wednesday";"March";"f";"f"
20200312;"2020-03-12";2020;3;12;1;11;"Thursday";"March";"f";"f"
20200313;"2020-03-13";2020;3;13;1;11;"Friday";"March";"f";"f"
20200314;"2020-03-14";2020;3;14;1;11;"Saturday";"March";"f";"t"
20200315;"2020-03-15";2020;3;15;1;11;"Sunday";"March";"f";"t"
20200316;"2020-03-16";2020;3;16;1;12;"Monday";"March";"f";"f"
20200317;"2020-03-17";2020;3;17;1;12;"Tuesday";"March";"f";"f"
20200318;"2020-03-18";2020;3;18;1;12;"Wednesday";"March";"f";"f"
20200319;"2020-03-19";2020;3;19;1;12;"Thursday";"March";"f";"f"
20200320;"2020-03-20";2020;3;20;1;12;"Friday";"March";"f";"f"
20200321;"2020-03-21";2020;3;21;1;12;"Saturday";"March";"f";"t"
20200322;"2020-03-22";2020;3;22;1;12;"Sunday";"March";"f";"t"
20200323;"2020-03-23";2020;3;23;1;13;"Monday";"March";"f";"f"
20200324;"2020-03-24";2020;3;24;1;13;"Tuesday";"March";"f";"f"
20200325;"2020-03-25";2020;3;25;1;13;"Wednesday";"March";"f";"f"
20200326;"2020-03-26";2020;3;26;1;13;"Thursday";"March";"f";"f"
20200327;"2020-03-27";2020;3;27;1;13;"Friday";"March";"f";"f"
20200328;"2020-03-28";2020;3;28;1;13;"Saturday";"March";"f";"t"
20200329;"2020-03-29";2020;3;29;1;13;"Sunday";"March";"f";"t"
20200330;"2020-03-30";2020;3;30;1;14;"Monday";"March";"f";"f"
20200331;"2020-03-31";2020;3;31;1;14;"Tuesday";"March";"f";"f"
20200401;"2020-04-01";2020;4;1;2;14;"Wednesday";"April";"f";"f"
20200402;"2020-04-02";2020;4;2;2;14;"Thursday";"April";"f";"f"
20200403;"2020-04-03";2020;4;3;2;14;"Friday";"April";"f";"f"
20200404;"2020-04-04";2020;4;4;2;14;"Saturday";"April";"f";"t"
20200405;"2020-04-05";2020;4;5;2;14;"Sunday";"April";"f";"t"
20200406;"2020-04-06";2020;4;6;2;15;"Monday";"April";"f";"f"
20200407;"2020-04-07";2020;4;7;2;15;"Tuesday";"April";"f";"f"
20200408;"2020-04-08";2020;4;8;2;15;"Wednesday";"April";"f";"f"
